name,KO,genome,sign,protein,E-value
nifH,K02588,GCF_900042765.1,*,WP_075753285.1,1.20E-131
nifH,K02588,GCF_900042765.1,*,WP_075753806.1,3.70E-138
nifB,K02585,GCF_900042765.1,*,WP_075753808.1,8.00E-174
nifB,K02585,GCF_900042765.1,*,WP_075756073.1,2.20E-168
nifN,K02592,GCF_900042765.1,*,WP_075756074.1,9.10E-159
nifE,K02587,GCF_900042765.1,*,WP_075756075.1,1.90E-170
nifK,K02591,GCF_900042765.1,*,WP_075756076.1,6.70E-175
nifD,K02586,GCF_900042765.1,*,WP_075756077.1,2.10E-198
nifH,K02588,GCF_900042765.1,*,WP_075756080.1,1.20E-145
nifH,K02588,GCF_900042765.1,*,WP_075757734.1,8.30E-126
nifH,K02588,GCF_900042765.1,*,WP_109298255.1,8.20E-117
nifB,K02585,GCF_900042765.1,*,WP_233138658.1,2.30E-127
nifH,K02588,GCF_900074625.1,*,WP_092925102.1,6.60E-131
nifH,K02588,GCF_900086705.1,*,WP_110955331.1,2.20E-149
nifK,K02591,GCF_900086705.1,*,WP_110955334.1,1.60E-162
nifE,K02587,GCF_900086705.1,*,WP_110955335.1,3.40E-176
nifB,K02585,GCF_900086705.1,*,WP_110955336.1,2.50E-168
nifN,K02592,GCF_900086705.1,*,WP_110955336.1,1.20E-148
nifB,K02585,GCF_900086705.1,*,WP_110955528.1,2.70E-115
nifH,K02588,GCF_900086705.1,*,WP_110955536.1,2.50E-151
nifD,K02586,GCF_900086705.1,*,WP_110956415.1,4.50E-191
nifB,K02585,GCF_900089945.1,*,WP_186409876.1,1.40E-201
nifK,K02591,GCF_900089945.1,*,WP_186410055.1,4.20E-183
nifD,K02586,GCF_900089945.1,*,WP_186410056.1,2.40E-211
nifH,K02588,GCF_900089945.1,*,WP_186410057.1,3.40E-151
nifE,K02587,GCF_900089945.1,*,WP_186412022.1,2.80E-226
nifN,K02592,GCF_900089945.1,*,WP_245664295.1,2.60E-189
nifK,K02591,GCF_900089955.1,*,WP_186407934.1,1.80E-184
nifD,K02586,GCF_900089955.1,*,WP_186407935.1,1.00E-208
nifH,K02588,GCF_900089955.1,*,WP_186407936.1,2.10E-151
nifB,K02585,GCF_900089955.1,*,WP_186407954.1,7.20E-200
nifB,K02585,GCF_900094565.1,*,WP_004126030.1,1.30E-205
nifH,K02588,GCF_900094565.1,*,WP_004126102.1,4.50E-146
nifD,K02586,GCF_900094565.1,*,WP_004126105.1,6.00E-212
nifK,K02591,GCF_900094565.1,*,WP_004126108.1,4.10E-191
nifN,K02592,GCF_900094565.1,*,WP_004126114.1,1.80E-188
nifE,K02587,GCF_900094565.1,*,WP_240535527.1,3.00E-237
nifK,K02591,GCF_900094605.1,*,WP_091956557.1,1.10E-190
nifE,K02587,GCF_900094605.1,*,WP_091956558.1,1.10E-249
nifN,K02592,GCF_900094605.1,*,WP_091956559.1,1.70E-194
nifD,K02586,GCF_900094605.1,*,WP_091956648.1,2.20E-215
nifH,K02588,GCF_900094605.1,*,WP_091956652.1,3.40E-147
nifB,K02585,GCF_900094605.1,*,WP_165637309.1,6.40E-213
nifB,K02585,GCF_900094625.1,*,WP_011053432.1,1.40E-200
nifN,K02592,GCF_900094625.1,*,WP_012489543.1,4.60E-189
nifE,K02587,GCF_900094625.1,*,WP_141130275.1,9.10E-221
nifD,K02586,GCF_900094795.1,*,WP_074779463.1,1.60E-202
nifB,K02585,GCF_900094795.1,*,WP_090135030.1,8.10E-186
nifN,K02592,GCF_900094795.1,*,WP_090135054.1,4.60E-180
nifE,K02587,GCF_900094795.1,*,WP_090135056.1,2.50E-218
nifK,K02591,GCF_900094795.1,*,WP_090135061.1,1.00E-179
nifH,K02588,GCF_900094795.1,*,WP_090135063.1,9.60E-150
nifE,K02587,GCF_900094925.1,*,WP_061495721.1,8.20E-218
nifK,K02591,GCF_900094925.1,*,WP_061495727.1,1.30E-179
nifH,K02588,GCF_900094925.1,*,WP_061495732.1,4.40E-149
nifB,K02585,GCF_900094925.1,*,WP_088237513.1,6.20E-188
nifN,K02592,GCF_900094925.1,*,WP_088237517.1,1.30E-181
nifD,K02586,GCF_900094925.1,*,WP_088237519.1,3.70E-202
nifH,K02588,GCF_900095295.1,*,WP_071906312.1,8.50E-130
nifB,K02585,GCF_900095295.1,*,WP_071907157.1,9.60E-127
nifD,K02586,GCF_900095295.1,*,WP_071907543.1,2.90E-179
nifH,K02588,GCF_900095295.1,*,WP_071907546.1,5.50E-139
nifE,K02587,GCF_900095295.1,*,WP_084790039.1,4.40E-183
nifN,K02592,GCF_900095295.1,*,WP_231916351.1,4.00E-146
nifK,K02591,GCF_900095295.1,*,WP_231916352.1,1.50E-157
nifH,K02588,GCF_900095705.1,*,WP_074016303.1,2.00E-121
nifB,K02585,GCF_900095855.1,*,WP_075572982.1,3.70E-129
nifN,K02592,GCF_900096975.1,*,WP_091997108.1,1.80E-193
nifE,K02587,GCF_900096975.1,*,WP_091997109.1,1.40E-251
nifK,K02591,GCF_900096975.1,*,WP_091997113.1,5.80E-185
nifD,K02586,GCF_900096975.1,*,WP_091997114.1,2.50E-214
nifH,K02588,GCF_900096975.1,*,WP_091997115.1,3.10E-146
nifB,K02585,GCF_900096975.1,*,WP_091997132.1,4.00E-212
nifE,K02587,GCF_900099695.1,*,WP_091931943.1,3.80E-218
nifN,K02592,GCF_900099695.1,*,WP_091931946.1,9.10E-190
nifH,K02588,GCF_900099695.1,*,WP_091932041.1,6.80E-151
nifD,K02586,GCF_900099695.1,*,WP_091932045.1,1.00E-206
nifK,K02591,GCF_900099695.1,*,WP_218122589.1,1.90E-180
nifB,K02585,GCF_900099695.1,*,WP_245715438.1,8.80E-202
nifH,K02588,GCF_900099765.1,*,WP_068728337.1,2.00E-145
nifN,K02592,GCF_900099765.1,*,WP_090714896.1,9.50E-150
nifE,K02587,GCF_900099765.1,*,WP_090714897.1,1.50E-202
nifK,K02591,GCF_900099765.1,*,WP_090714899.1,3.20E-174
nifD,K02586,GCF_900099765.1,*,WP_090714900.1,7.30E-204
nifB,K02585,GCF_900099765.1,*,WP_090714902.1,2.60E-189
nifH,K02588,GCF_900099905.1,*,WP_024505261.1,2.90E-145
nifE,K02587,GCF_900099905.1,*,WP_029356524.1,6.30E-239
nifK,K02591,GCF_900099905.1,*,WP_029356526.1,1.00E-190
nifN,K02592,GCF_900099905.1,*,WP_091599470.1,2.30E-190
nifD,K02586,GCF_900099905.1,*,WP_091599473.1,8.10E-209
nifB,K02585,GCF_900099905.1,*,WP_091599529.1,8.80E-200
nifH,K02588,GCF_900100015.1,*,WP_093275479.1,1.10E-150
nifK,K02591,GCF_900100015.1,*,WP_093275485.1,6.80E-184
nifE,K02587,GCF_900100015.1,*,WP_093275492.1,1.40E-209
nifB,K02585,GCF_900100015.1,*,WP_093275544.1,1.70E-176
nifD,K02586,GCF_900100015.1,*,WP_245696704.1,1.90E-202
nifN,K02592,GCF_900100015.1,*,WP_245696705.1,1.70E-164
nifK,K02591,GCF_900100455.1,*,WP_092620707.1,8.70E-186
nifD,K02586,GCF_900100455.1,*,WP_092620709.1,1.40E-207
nifH,K02588,GCF_900100455.1,*,WP_092620711.1,2.60E-144
nifE,K02587,GCF_900100455.1,*,WP_092622022.1,6.30E-205
nifN,K02592,GCF_900100455.1,*,WP_218119576.1,4.80E-173
nifB,K02585,GCF_900100455.1,*,WP_245689294.1,1.00E-182
nifK,K02591,GCF_900100495.1,*,WP_090444290.1,1.20E-191
nifD,K02586,GCF_900100495.1,*,WP_090444292.1,4.20E-212
nifH,K02588,GCF_900100495.1,*,WP_090444295.1,8.40E-152
nifB,K02585,GCF_900100495.1,*,WP_090444372.1,1.10E-210
nifE,K02587,GCF_900100495.1,*,WP_090444448.1,4.30E-231
nifN,K02592,GCF_900100495.1,*,WP_090444908.1,1.50E-181
nifB,K02585,GCF_900100555.1,*,WP_007931487.1,2.30E-148
nifK,K02591,GCF_900100555.1,*,WP_007931488.1,2.10E-152
anfG,K00531,GCF_900100555.1,*,WP_007931489.1,4.60E-62
nifD,K02586,GCF_900100555.1,*,WP_007931490.1,2.00E-175
nifH,K02588,GCF_900100555.1,*,WP_007931496.1,1.10E-139
nifN,K02592,GCF_900100555.1,*,WP_007933888.1,3.30E-165
nifE,K02587,GCF_900100555.1,*,WP_007933889.1,7.50E-178
nifK,K02591,GCF_900100555.1,*,WP_007933891.1,4.50E-175
nifD,K02586,GCF_900100555.1,*,WP_007933893.1,2.10E-196
nifH,K02588,GCF_900100555.1,*,WP_007933899.1,4.00E-145
nifB,K02585,GCF_900100555.1,*,WP_007936410.1,3.00E-128
nifH,K02588,GCF_900100555.1,*,WP_007936450.1,2.10E-145
nifH,K02588,GCF_900100555.1,*,WP_007936484.1,1.90E-138
nifB,K02585,GCF_900100555.1,*,WP_007936485.1,2.00E-181
nifH,K02588,GCF_900100555.1,*,WP_007937116.1,1.50E-123
nifH,K02588,GCF_900100555.1,*,WP_007938234.1,1.10E-125
nifB,K02585,GCF_900100555.1,*,WP_007950884.1,5.30E-177
nifH,K02588,GCF_900100715.1,*,WP_091707935.1,5.60E-115
nifH,K02588,GCF_900100715.1,*,WP_091709557.1,2.50E-148
nifD,K02586,GCF_900100715.1,*,WP_091709560.1,2.80E-204
nifK,K02591,GCF_900100715.1,*,WP_091709561.1,5.30E-161
nifE,K02587,GCF_900100715.1,*,WP_091709562.1,2.50E-184
nifN,K02592,GCF_900100715.1,*,WP_091709563.1,1.50E-167
nifB,K02585,GCF_900100715.1,*,WP_091709887.1,1.60E-148
nifH,K02588,GCF_900100725.1,*,WP_092419747.1,1.00E-146
nifD,K02586,GCF_900100725.1,*,WP_092419750.1,2.20E-209
nifK,K02591,GCF_900100725.1,*,WP_092419753.1,3.30E-189
nifE,K02587,GCF_900100725.1,*,WP_092419759.1,4.70E-246
nifN,K02592,GCF_900100725.1,*,WP_092419762.1,3.80E-184
nifB,K02585,GCF_900100725.1,*,WP_092419818.1,8.20E-205
nifH,K02588,GCF_900100785.1,*,WP_014904758.1,1.40E-148
nifB,K02585,GCF_900100785.1,*,WP_092329044.1,8.90E-126
nifN,K02592,GCF_900100785.1,*,WP_092329046.1,5.40E-153
nifE,K02587,GCF_900100785.1,*,WP_092329048.1,2.80E-187
nifK,K02591,GCF_900100785.1,*,WP_092329050.1,3.60E-179
nifD,K02586,GCF_900100785.1,*,WP_092329052.1,1.80E-202
nifH,K02588,GCF_900100785.1,*,WP_092329905.1,4.00E-115
nifH,K02588,GCF_900101405.1,*,WP_057018216.1,5.40E-147
nifB,K02585,GCF_900101405.1,*,WP_092084225.1,2.90E-210
nifN,K02592,GCF_900101405.1,*,WP_092084240.1,1.80E-198
nifE,K02587,GCF_900101405.1,*,WP_092084242.1,2.50E-251
nifK,K02591,GCF_900101405.1,*,WP_092084244.1,1.40E-191
nifD,K02586,GCF_900101405.1,*,WP_092084247.1,1.50E-216
nifH,K02588,GCF_900101795.1,*,WP_018423167.1,1.40E-145
nifN,K02592,GCF_900101795.1,*,WP_090811286.1,1.80E-193
nifK,K02591,GCF_900101795.1,*,WP_090811295.1,6.10E-184
nifD,K02586,GCF_900101795.1,*,WP_090811297.1,1.00E-206
nifB,K02585,GCF_900101795.1,*,WP_090811923.1,6.30E-210
nifE,K02587,GCF_900101795.1,*,WP_143037301.1,1.70E-245
nifB,K02585,GCF_900101845.1,*,WP_093792101.1,2.10E-162
nifN,K02592,GCF_900101845.1,*,WP_093792103.1,5.50E-165
nifE,K02587,GCF_900101845.1,*,WP_093792105.1,7.30E-175
nifK,K02591,GCF_900101845.1,*,WP_093792107.1,2.30E-175
nifD,K02586,GCF_900101845.1,*,WP_093792109.1,4.50E-199
nifH,K02588,GCF_900101845.1,*,WP_093792115.1,9.10E-147
nifH,K02588,GCF_900101845.1,*,WP_093793587.1,2.40E-130
nifD,K02586,GCF_900101955.1,*,WP_092078461.1,5.20E-199
nifK,K02591,GCF_900101955.1,*,WP_092078463.1,1.30E-171
nifB,K02585,GCF_900101955.1,*,WP_092078466.1,4.50E-117
nifH,K02588,GCF_900101955.1,*,WP_092078502.1,2.50E-152
nifN,K02592,GCF_900101955.1,*,WP_092078533.1,1.70E-147
nifE,K02587,GCF_900101955.1,*,WP_092078534.1,1.80E-186
nifK,K02591,GCF_900101965.1,*,WP_092786513.1,4.10E-186
nifD,K02586,GCF_900101965.1,*,WP_092786515.1,6.50E-210
nifH,K02588,GCF_900101965.1,*,WP_092786517.1,2.90E-147
nifN,K02592,GCF_900101965.1,*,WP_092787115.1,6.70E-163
nifE,K02587,GCF_900101965.1,*,WP_092787117.1,9.10E-218
nifB,K02585,GCF_900101965.1,*,WP_245699164.1,6.40E-192
nifE,K02587,GCF_900102075.1,*,WP_089961430.1,1.80E-179
nifK,K02591,GCF_900102215.1,*,WP_091225781.1,1.00E-154
anfG,K00531,GCF_900102215.1,*,WP_091225782.1,2.40E-59
nifD,K02586,GCF_900102215.1,*,WP_091225784.1,2.60E-180
nifH,K02588,GCF_900102215.1,*,WP_091225785.1,2.00E-140
nifN,K02592,GCF_900102215.1,*,WP_091229135.1,2.60E-158
nifE,K02587,GCF_900102215.1,*,WP_091229137.1,1.80E-203
nifK,K02591,GCF_900102215.1,*,WP_091229138.1,5.50E-179
nifD,K02586,GCF_900102215.1,*,WP_091229140.1,6.20E-204
nifH,K02588,GCF_900102215.1,*,WP_091229142.1,1.10E-145
nifB,K02585,GCF_900102215.1,*,WP_091229144.1,4.10E-182
nifH,K02588,GCF_900102225.1,*,WP_090161283.1,6.20E-123
nifH,K02588,GCF_900102225.1,*,WP_090161851.1,1.20E-121
nifH,K02588,GCF_900102475.1,*,WP_006860741.1,1.00E-142
nifH,K02588,GCF_900102695.1,*,WP_092811147.1,1.20E-146
nifD,K02586,GCF_900102695.1,*,WP_092811149.1,1.90E-211
nifK,K02591,GCF_900102695.1,*,WP_092811151.1,3.30E-188
nifE,K02587,GCF_900102695.1,*,WP_092811153.1,1.70E-233
nifN,K02592,GCF_900102695.1,*,WP_092811155.1,3.40E-184
nifB,K02585,GCF_900102695.1,*,WP_092811393.1,1.10E-203
nifN,K02592,GCF_900103065.1,*,WP_040095209.1,1.40E-144
nifE,K02587,GCF_900103065.1,*,WP_040095212.1,3.20E-184
nifD,K02586,GCF_900103065.1,*,WP_040100072.1,1.30E-197
nifK,K02591,GCF_900103065.1,*,WP_040100073.1,1.30E-179
nifB,K02585,GCF_900103065.1,*,WP_040100076.1,7.00E-127
nifH,K02588,GCF_900103065.1,*,WP_040100152.1,4.10E-150
nifD,K02586,GCF_900103325.1,*,WP_038654979.1,7.40E-210
nifH,K02588,GCF_900103325.1,*,WP_038654982.1,2.20E-145
nifK,K02591,GCF_900103325.1,*,WP_091586588.1,1.90E-191
nifE,K02587,GCF_900103325.1,*,WP_091586590.1,4.70E-237
nifN,K02592,GCF_900103325.1,*,WP_091586592.1,8.30E-192
nifB,K02585,GCF_900103325.1,*,WP_091586658.1,2.70E-204
nifB,K02585,GCF_900103415.1,*,WP_149730803.1,4.00E-124
nifH,K02588,GCF_900103415.1,*,WP_149732139.1,6.10E-126
nifH,K02588,GCF_900103535.1,*,WP_091652788.1,8.30E-125
nifH,K02588,GCF_900103535.1,*,WP_091652806.1,6.00E-117
nifH,K02588,GCF_900103615.1,*,WP_092724962.1,1.20E-129
nifH,K02588,GCF_900104215.1,*,WP_092121096.1,6.00E-148
nifK,K02591,GCF_900104215.1,*,WP_092121105.1,2.50E-174
nifE,K02587,GCF_900104215.1,*,WP_092121111.1,1.50E-181
nifN,K02592,GCF_900104215.1,*,WP_092121113.1,9.60E-179
nifD,K02586,GCF_900104215.1,*,WP_208596619.1,2.70E-201
nifB,K02585,GCF_900104215.1,*,WP_208596621.1,3.50E-167
nifH,K02588,GCF_900104415.1,*,WP_090174219.1,4.30E-149
nifB,K02585,GCF_900104415.1,*,WP_090174220.1,4.40E-124
nifB,K02585,GCF_900104445.1,*,WP_092222095.1,8.60E-159
nifN,K02592,GCF_900104445.1,*,WP_092222097.1,3.60E-179
nifE,K02587,GCF_900104445.1,*,WP_092222099.1,5.20E-176
nifB,K02585,GCF_900104445.1,*,WP_092222107.1,9.30E-60
nifK,K02591,GCF_900104445.1,*,WP_092222109.1,3.90E-173
nifD,K02586,GCF_900104445.1,*,WP_092222111.1,1.60E-192
nifH,K02588,GCF_900104445.1,*,WP_092222117.1,7.00E-141
nifH,K02588,GCF_900104455.1,*,WP_092069909.1,1.30E-123
nifH,K02588,GCF_900104455.1,*,WP_092071615.1,2.20E-136
nifK,K02591,GCF_900104455.1,*,WP_092071673.1,4.30E-133
nifH,K02588,GCF_900104455.1,*,WP_092072016.1,2.40E-140
nifD,K02586,GCF_900104455.1,*,WP_092072026.1,2.90E-176
anfG,K00531,GCF_900104455.1,*,WP_092072029.1,8.40E-63
nifK,K02591,GCF_900104455.1,*,WP_092072032.1,1.10E-153
nifB,K02585,GCF_900104455.1,*,WP_092072035.1,2.10E-166
nifH,K02588,GCF_900104455.1,*,WP_092072876.1,1.50E-125
nifH,K02588,GCF_900104455.1,*,WP_092073275.1,1.40E-146
nifD,K02586,GCF_900104455.1,*,WP_092073284.1,1.70E-200
nifK,K02591,GCF_900104455.1,*,WP_092073287.1,9.30E-177
nifE,K02587,GCF_900104455.1,*,WP_092073290.1,8.70E-179
nifB,K02585,GCF_900104455.1,*,WP_092073293.1,1.20E-177
nifH,K02588,GCF_900104455.1,*,WP_092074063.1,1.10E-125
nifB,K02585,GCF_900104455.1,*,WP_245698089.1,3.50E-177
nifN,K02592,GCF_900104455.1,*,WP_245698129.1,3.30E-169
nifN,K02592,GCF_900104585.1,*,WP_071146736.1,7.50E-171
nifE,K02587,GCF_900104585.1,*,WP_071146737.1,4.20E-177
nifK,K02591,GCF_900104585.1,*,WP_071146738.1,1.20E-159
nifD,K02586,GCF_900104585.1,*,WP_071146739.1,7.00E-188
nifB,K02585,GCF_900104585.1,*,WP_235816404.1,3.60E-163
nifH,K02588,GCF_900104585.1,*,WP_235816405.1,3.40E-149
nifE,K02587,GCF_900104805.1,*,WP_090347263.1,3.70E-232
nifN,K02592,GCF_900104805.1,*,WP_090347264.1,4.40E-180
nifK,K02591,GCF_900104805.1,*,WP_090349184.1,6.50E-192
nifD,K02586,GCF_900104805.1,*,WP_090349185.1,9.90E-213
nifH,K02588,GCF_900104805.1,*,WP_090349186.1,1.80E-153
nifB,K02585,GCF_900104805.1,*,WP_090349207.1,1.40E-210
nifB,K02585,GCF_900104845.1,*,WP_090552709.1,8.40E-212
nifH,K02588,GCF_900104845.1,*,WP_090552736.1,5.70E-145
nifD,K02586,GCF_900104845.1,*,WP_090552738.1,8.40E-214
nifK,K02591,GCF_900104845.1,*,WP_090552739.1,2.70E-185
nifE,K02587,GCF_900104845.1,*,WP_090552745.1,1.20E-251
nifN,K02592,GCF_900104845.1,*,WP_090552747.1,6.50E-193
nifH,K02588,GCF_900106765.1,*,WP_093753019.1,3.20E-132
nifB,K02585,GCF_900106925.1,*,WP_093029705.1,2.30E-206
nifK,K02591,GCF_900106925.1,*,WP_093032656.1,8.50E-188
nifD,K02586,GCF_900106925.1,*,WP_093032659.1,8.60E-216
nifH,K02588,GCF_900106925.1,*,WP_093032661.1,1.50E-150
nifN,K02592,GCF_900106925.1,*,WP_093036003.1,9.20E-189
nifE,K02587,GCF_900106925.1,*,WP_093036006.1,1.90E-225
nifB,K02585,GCF_900106975.1,*,WP_090231394.1,1.70E-210
nifH,K02588,GCF_900106975.1,*,WP_090231401.1,3.80E-150
nifD,K02586,GCF_900106975.1,*,WP_090231402.1,1.30E-211
nifK,K02591,GCF_900106975.1,*,WP_090231403.1,2.30E-182
nifE,K02587,GCF_900106975.1,*,WP_090231410.1,3.30E-225
nifN,K02592,GCF_900106975.1,*,WP_090231411.1,1.10E-187
nifB,K02585,GCF_900107145.1,*,WP_091331787.1,1.80E-202
nifE,K02587,GCF_900107145.1,*,WP_091332681.1,6.60E-219
nifN,K02592,GCF_900107145.1,*,WP_091332682.1,1.80E-183
nifK,K02591,GCF_900107145.1,*,WP_091333974.1,6.30E-186
nifD,K02586,GCF_900107145.1,*,WP_091333976.1,4.10E-214
nifH,K02588,GCF_900107145.1,*,WP_091333977.1,2.20E-150
nifB,K02585,GCF_900107245.1,*,WP_074717451.1,1.20E-118
nifH,K02588,GCF_900107245.1,*,WP_074717455.1,1.00E-151
nifH,K02588,GCF_900107275.1,*,WP_090885364.1,1.50E-146
nifD,K02586,GCF_900107275.1,*,WP_090885366.1,4.00E-204
nifK,K02591,GCF_900107275.1,*,WP_090885368.1,1.70E-183
nifE,K02587,GCF_900107275.1,*,WP_090885371.1,5.90E-209
nifN,K02592,GCF_900107275.1,*,WP_090885373.1,2.80E-157
nifB,K02585,GCF_900107275.1,*,WP_245745982.1,4.80E-188
nifE,K02587,GCF_900107645.1,*,WP_092350233.1,7.20E-180
nifN,K02592,GCF_900107645.1,*,WP_092350235.1,3.10E-149
nifB,K02585,GCF_900107645.1,*,WP_092350247.1,4.60E-127
nifD,K02586,GCF_900107645.1,*,WP_092350253.1,5.70E-197
nifH,K02588,GCF_900107645.1,*,WP_092350255.1,2.60E-150
nifK,K02591,GCF_900107645.1,*,WP_092350324.1,6.80E-173
nifB,K02585,GCF_900107695.1,*,WP_093067976.1,6.50E-208
nifH,K02588,GCF_900107695.1,*,WP_093070868.1,3.90E-150
nifD,K02586,GCF_900107695.1,*,WP_093070870.1,8.50E-215
nifK,K02591,GCF_900107695.1,*,WP_093070871.1,4.50E-188
nifN,K02592,GCF_900107695.1,*,WP_093070909.1,2.50E-187
nifE,K02587,GCF_900107695.1,*,WP_175518049.1,3.20E-227
nifB,K02585,GCF_900107935.1,*,WP_103878846.1,5.30E-171
nifN,K02592,GCF_900107935.1,*,WP_103878860.1,2.90E-155
nifE,K02587,GCF_900107935.1,*,WP_103878861.1,4.50E-205
nifK,K02591,GCF_900107935.1,*,WP_103878865.1,2.40E-177
nifD,K02586,GCF_900107935.1,*,WP_103878866.1,5.30E-204
nifH,K02588,GCF_900107935.1,*,WP_103878867.1,1.10E-149
nifN,K02592,GCF_900108065.1,*,WP_104002699.1,2.20E-182
nifE,K02587,GCF_900108065.1,*,WP_104002700.1,2.60E-234
nifK,K02591,GCF_900108065.1,*,WP_104002707.1,2.10E-187
nifD,K02586,GCF_900108065.1,*,WP_104002708.1,5.80E-213
nifH,K02588,GCF_900108065.1,*,WP_104002709.1,5.10E-152
nifB,K02585,GCF_900108065.1,*,WP_104002743.1,7.60E-210
nifH,K02588,GCF_900108425.1,*,WP_027513822.1,2.40E-145
nifE,K02587,GCF_900108425.1,*,WP_072381888.1,5.90E-241
nifK,K02591,GCF_900108425.1,*,WP_072381890.1,3.30E-189
nifD,K02586,GCF_900108425.1,*,WP_072381892.1,9.30E-212
nifN,K02592,GCF_900108425.1,*,WP_072381905.1,2.20E-183
nifB,K02585,GCF_900108425.1,*,WP_072382023.1,2.90E-198
nifH,K02588,GCF_900108475.1,*,WP_074764655.1,2.40E-135
nifH,K02588,GCF_900108475.1,*,WP_074766053.1,1.60E-141
nifH,K02588,GCF_900108475.1,*,WP_074766283.1,4.10E-139
nifD,K02586,GCF_900108475.1,*,WP_074766284.1,3.90E-179
anfG,K00531,GCF_900108475.1,*,WP_074766286.1,1.00E-58
nifK,K02591,GCF_900108475.1,*,WP_074766288.1,1.20E-155
nifE,K02587,GCF_900108475.1,*,WP_074766917.1,1.80E-227
nifN,K02592,GCF_900108475.1,*,WP_074766920.1,3.30E-185
nifH,K02588,GCF_900108475.1,*,WP_074767882.1,7.80E-144
nifD,K02586,GCF_900108475.1,*,WP_074767884.1,9.40E-208
nifK,K02591,GCF_900108475.1,*,WP_074767886.1,9.60E-193
nifE,K02587,GCF_900108475.1,*,WP_074769418.1,4.50E-209
nifH,K02588,GCF_900108475.1,*,WP_074769424.1,1.40E-143
vnfG,K22898,GCF_900108475.1,*,WP_074769429.1,3.40E-50
nifK,K02591,GCF_900108475.1,*,WP_074769431.1,1.10E-143
nifN,K02592,GCF_900108475.1,*,WP_074769641.1,1.60E-178
nifB,K02585,GCF_900108475.1,*,WP_083386561.1,6.70E-110
nifB,K02585,GCF_900108475.1,*,WP_244511095.1,7.20E-200
nifH,K02588,GCF_900108945.1,*,WP_012406781.1,2.80E-145
nifK,K02591,GCF_900108945.1,*,WP_015004771.1,7.20E-182
nifB,K02585,GCF_900108945.1,*,WP_090873231.1,7.30E-206
nifN,K02592,GCF_900108945.1,*,WP_090873237.1,9.60E-188
nifE,K02587,GCF_900108945.1,*,WP_090873238.1,1.90E-245
nifD,K02586,GCF_900108945.1,*,WP_090873864.1,7.00E-210
nifN,K02592,GCF_900109175.1,*,WP_090313057.1,4.50E-182
nifE,K02587,GCF_900109175.1,*,WP_090313058.1,4.00E-231
nifK,K02591,GCF_900109175.1,*,WP_090313067.1,3.20E-192
nifD,K02586,GCF_900109175.1,*,WP_090313068.1,2.00E-211
nifH,K02588,GCF_900109175.1,*,WP_090313069.1,2.90E-152
nifB,K02585,GCF_900109175.1,*,WP_090313091.1,1.10E-210
nifH,K02588,GCF_900109225.1,*,WP_019552121.1,2.40E-140
nifK,K02591,GCF_900109225.1,*,WP_019552126.1,4.40E-156
nifH,K02588,GCF_900109225.1,*,WP_091831461.1,3.20E-150
nifD,K02586,GCF_900109225.1,*,WP_091831467.1,4.00E-193
nifK,K02591,GCF_900109225.1,*,WP_091831469.1,8.60E-164
nifE,K02587,GCF_900109225.1,*,WP_091831471.1,2.80E-177
nifB,K02585,GCF_900109225.1,*,WP_091831473.1,1.30E-164
nifN,K02592,GCF_900109225.1,*,WP_091831473.1,5.80E-148
nifB,K02585,GCF_900109225.1,*,WP_091832522.1,4.20E-117
anfG,K00531,GCF_900109225.1,*,WP_091835160.1,1.20E-60
nifD,K02586,GCF_900109225.1,*,WP_091835164.1,3.00E-173
nifH,K02588,GCF_900109225.1,*,WP_218144906.1,1.60E-151
nifH,K02588,GCF_900109495.1,*,WP_090250046.1,8.80E-149
nifD,K02586,GCF_900109495.1,*,WP_090250049.1,9.70E-212
nifK,K02591,GCF_900109495.1,*,WP_090250051.1,5.80E-188
nifE,K02587,GCF_900109495.1,*,WP_090250059.1,6.60E-232
nifN,K02592,GCF_900109495.1,*,WP_090250061.1,4.80E-188
nifB,K02585,GCF_900109495.1,*,WP_090253892.1,1.20E-204
nifB,K02585,GCF_900109885.1,*,WP_093883925.1,3.80E-162
nifN,K02592,GCF_900109885.1,*,WP_093883926.1,1.70E-178
nifK,K02591,GCF_900109885.1,*,WP_093883927.1,7.50E-166
nifD,K02586,GCF_900109885.1,*,WP_093883928.1,5.90E-191
nifH,K02588,GCF_900109885.1,*,WP_093883931.1,1.50E-145
nifE,K02587,GCF_900109885.1,*,WP_093883972.1,2.20E-173
nifB,K02585,GCF_900109885.1,*,WP_093884480.1,5.10E-128
nifH,K02588,GCF_900110435.1,*,WP_011439868.1,6.20E-145
nifD,K02586,GCF_900110435.1,*,WP_011501496.1,5.40E-215
nifB,K02585,GCF_900110435.1,*,WP_092681846.1,3.00E-212
nifE,K02587,GCF_900110435.1,*,WP_092681860.1,9.40E-242
nifN,K02592,GCF_900110435.1,*,WP_092681862.1,3.90E-199
nifK,K02591,GCF_900110435.1,*,WP_092682428.1,2.10E-192
nifB,K02585,GCF_900110485.1,*,WP_091744004.1,2.00E-169
nifK,K02591,GCF_900110485.1,*,WP_091744007.1,3.40E-155
anfG,K00531,GCF_900110485.1,*,WP_091744008.1,7.70E-62
nifD,K02586,GCF_900110485.1,*,WP_091744009.1,1.40E-177
nifH,K02588,GCF_900110485.1,*,WP_091744010.1,5.90E-140
nifB,K02585,GCF_900110485.1,*,WP_091748264.1,8.00E-175
